web-scraper-order,web-scraper-start-url,start_page_link,start_page_link-href,city_selector,city_selector-href,page_city_selector,page_city_selector-href,hotelLinkHrefName,hotelLinkHref
"1577491708-24297","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","4","https://www.tripadvisor.ca/Hotels-g153339-oa60-Canada-Hotels.html#LEAF_GEO_LIST","#71Valemount Hotels(58)","https://www.tripadvisor.ca/Hotels-g181768-Valemount_British_Columbia-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g181768-oa30-Valemount_British_Columbia-Hotels.html#BODYCON","Rose Cottage Bed & Breakfast","https://www.tripadvisor.ca/Hotel_Review-g181768-d2619652-Reviews-Rose_Cottage_Bed_Breakfast-Valemount_British_Columbia.html"
"1577491506-23919","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","5","https://www.tripadvisor.ca/Hotels-g153339-oa80-Canada-Hotels.html#LEAF_GEO_LIST","#85Oliver Hotels(40)","https://www.tripadvisor.ca/Hotels-g635702-Oliver_Okanagan_Valley_British_Columbia-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g635702-oa30-Oliver_Okanagan_Valley_British_Columbia-Hotels.html#BODYCON","Above the Orchard B&B","https://www.tripadvisor.ca/Hotel_Review-g635702-d2242631-Reviews-Above_the_Orchard_B_B-Oliver_Okanagan_Valley_British_Columbia.html"
"1577491913-24786","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","3","https://www.tripadvisor.ca/Hotels-g153339-oa40-Canada-Hotels.html#LEAF_GEO_LIST","#55Saguenay Hotels(59)","https://www.tripadvisor.ca/Hotels-g1144652-Saguenay_Saguenay_Lac_Saint_Jean_Region_Quebec-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g1144652-oa30-Saguenay_Saguenay_Lac_Saint_Jean_Region_Quebec-Hotels.html#BODYCON","Auberge La Maison Jasmine","https://www.tripadvisor.ca/Hotel_Review-g155026-d18340476-Reviews-Auberge_La_Maison_Jasmine-Chicoutimi_Saguenay_Saguenay_Lac_Saint_Jean_Region_Quebec.html"
"1577491922-24812","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","3","https://www.tripadvisor.ca/Hotels-g153339-oa40-Canada-Hotels.html#LEAF_GEO_LIST","#54Osoyoos Hotels(84)","https://www.tripadvisor.ca/Hotels-g181723-Osoyoos_Okanagan_Valley_British_Columbia-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g181723-oa30-Osoyoos_Okanagan_Valley_British_Columbia-Hotels.html#BODYCON","Safari Beach Condo Resort","https://www.tripadvisor.ca/Hotel_Review-g181723-d1076171-Reviews-Safari_Beach_Condo_Resort-Osoyoos_Okanagan_Valley_British_Columbia.html"
"1577491944-24860","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","3","https://www.tripadvisor.ca/Hotels-g153339-oa40-Canada-Hotels.html#LEAF_GEO_LIST","#52Prince George Hotels(59)","https://www.tripadvisor.ca/Hotels-g154938-Prince_George_British_Columbia-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g154938-oa30-Prince_George_British_Columbia-Hotels.html#BODYCON","Sintich RV Park","https://www.tripadvisor.ca/Hotel_Review-g154938-d10489650-Reviews-Sintich_RV_Park-Prince_George_British_Columbia.html"
"1577491790-24526","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","4","https://www.tripadvisor.ca/Hotels-g153339-oa60-Canada-Hotels.html#LEAF_GEO_LIST","#64Campbell River Hotels(57)","https://www.tripadvisor.ca/Hotels-g181792-Campbell_River_Vancouver_Island_British_Columbia-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g181792-oa30-Campbell_River_Vancouver_Island_British_Columbia-Hotels.html#BODYCON","Cliffe House","https://www.tripadvisor.ca/Hotel_Review-g181792-d17414569-Reviews-Cliffe_House-Campbell_River_Vancouver_Island_British_Columbia.html"
"1577491913-24770","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","3","https://www.tripadvisor.ca/Hotels-g153339-oa40-Canada-Hotels.html#LEAF_GEO_LIST","#55Saguenay Hotels(59)","https://www.tripadvisor.ca/Hotels-g1144652-Saguenay_Saguenay_Lac_Saint_Jean_Region_Quebec-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g1144652-oa30-Saguenay_Saguenay_Lac_Saint_Jean_Region_Quebec-Hotels.html#BODYCON","Auberge L'Oasis","https://www.tripadvisor.ca/Hotel_Review-g667818-d1815523-Reviews-Auberge_L_Oasis-La_Baie_Saguenay_Saguenay_Lac_Saint_Jean_Region_Quebec.html"
"1577491425-23814","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","5","https://www.tripadvisor.ca/Hotels-g153339-oa80-Canada-Hotels.html#LEAF_GEO_LIST","#89Levis Hotels(39)","https://www.tripadvisor.ca/Hotels-g182163-Levis_Chaudiere_Appalaches_Quebec-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g182163-oa30-Levis_Chaudiere_Appalaches_Quebec-Hotels.html#BODYCON","Centre Sante-Nature","https://www.tripadvisor.ca/Hotel_Review-g182163-d6909503-Reviews-Centre_Sante_Nature-Levis_Chaudiere_Appalaches_Quebec.html"
"1577491062-23272","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","6","https://www.tripadvisor.ca/Hotels-g153339-oa100-Canada-Hotels.html#LEAF_GEO_LIST","#115Riviere du Loup Hotels(31)","https://www.tripadvisor.ca/Hotels-g182149-Riviere_du_Loup_Bas_Saint_Laurent_Quebec-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g182149-oa30-Riviere_du_Loup_Bas_Saint_Laurent_Quebec-Hotels.html#BODYCON","Motel d’Amour","https://www.tripadvisor.ca/Hotel_Review-g182149-d15065396-Reviews-Motel_d_Amour-Riviere_du_Loup_Bas_Saint_Laurent_Quebec.html"
"1577491745-24422","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","4","https://www.tripadvisor.ca/Hotels-g153339-oa60-Canada-Hotels.html#LEAF_GEO_LIST","#67Rimouski Hotels(47)","https://www.tripadvisor.ca/Hotels-g182159-Rimouski_Bas_Saint_Laurent_Quebec-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g182159-oa30-Rimouski_Bas_Saint_Laurent_Quebec-Hotels.html#BODYCON","Motel du Bic","https://www.tripadvisor.ca/Hotel_Review-g1201987-d8524781-Reviews-Motel_du_Bic-Le_Bic_Rimouski_Bas_Saint_Laurent_Quebec.html"
"1577492062-25287","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","3","https://www.tripadvisor.ca/Hotels-g153339-oa40-Canada-Hotels.html#LEAF_GEO_LIST","#41Picton Hotels(100)","https://www.tripadvisor.ca/Hotels-g183797-Picton_Prince_Edward_County_Ontario-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g183797-oa30-Picton_Prince_Edward_County_Ontario-Hotels.html#BODYCON","Songbird B&B","https://www.tripadvisor.ca/Hotel_Review-g183797-d6871804-Reviews-Songbird_B_B-Picton_Prince_Edward_County_Ontario.html"
"1577491185-23482","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","6","https://www.tripadvisor.ca/Hotels-g153339-oa100-Canada-Hotels.html#LEAF_GEO_LIST","#104Twillingate Hotels(46)","https://www.tripadvisor.ca/Hotels-g580439-Twillingate_Newfoundland_Newfoundland_and_Labrador-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g580439-oa30-Twillingate_Newfoundland_Newfoundland_and_Labrador-Hotels.html#BODYCON","Hillside B&B","https://www.tripadvisor.ca/Hotel_Review-g580439-d2366244-Reviews-Hillside_B_B-Twillingate_Newfoundland_Newfoundland_and_Labrador.html"
"1577492029-25145","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","3","https://www.tripadvisor.ca/Hotels-g153339-oa40-Canada-Hotels.html#LEAF_GEO_LIST","#44Whitehorse Hotels(86)","https://www.tripadvisor.ca/Hotels-g155047-Whitehorse_Yukon-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g155047-oa30-Whitehorse_Yukon-Hotels.html#BODYCON","Wheaton River Wilderness Retreat","https://www.tripadvisor.ca/Hotel_Review-g155047-d185863-Reviews-Wheaton_River_Wilderness_Retreat-Whitehorse_Yukon.html"
"1577491698-24270","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","4","https://www.tripadvisor.ca/Hotels-g153339-oa60-Canada-Hotels.html#LEAF_GEO_LIST","#72Baie-St-Paul Hotels(45)","https://www.tripadvisor.ca/Hotels-g316031-Baie_St_Paul_Quebec-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g316031-oa30-Baie_St_Paul_Quebec-Hotels.html#BODYCON","Auberge au Sejour Champetre","https://www.tripadvisor.ca/Hotel_Review-g316031-d2253171-Reviews-Auberge_au_Sejour_Champetre-Baie_St_Paul_Quebec.html"
"1577491087-23326","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","6","https://www.tripadvisor.ca/Hotels-g153339-oa100-Canada-Hotels.html#LEAF_GEO_LIST","#113Cavendish Hotels(44)","https://www.tripadvisor.ca/Hotels-g499311-Cavendish_Prince_Edward_Island-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g499311-oa30-Cavendish_Prince_Edward_Island-Hotels.html#BODYCON","Kindred Spirits Inn & Cottages","https://www.tripadvisor.ca/Hotel_Review-g499311-d279003-Reviews-Kindred_Spirits_Inn_Cottages-Cavendish_Prince_Edward_Island.html"
"1577491901-24752","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","3","https://www.tripadvisor.ca/Hotels-g153339-oa40-Canada-Hotels.html#LEAF_GEO_LIST","#56Kawartha Lakes Hotels(92)","https://www.tripadvisor.ca/Hotels-g499267-Kawartha_Lakes_Ontario-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g499267-oa30-Kawartha_Lakes_Ontario-Hotels.html#BODYCON","White Swan Cottages","https://www.tripadvisor.ca/Hotel_Review-g796988-d8115846-Reviews-White_Swan_Cottages-Bobcaygeon_Kawartha_Lakes_Ontario.html"
"1577491044-23227","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","6","https://www.tripadvisor.ca/Hotels-g153339-oa100-Canada-Hotels.html#LEAF_GEO_LIST","#117Annapolis Royal Hotels(36)","https://www.tripadvisor.ca/Hotels-g154970-Annapolis_Royal_Southwest_Nova_Scotia_Nova_Scotia-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g154970-oa30-Annapolis_Royal_Southwest_Nova_Scotia_Nova_Scotia-Hotels.html#BODYCON","Helen's Cabins","https://www.tripadvisor.ca/Hotel_Review-g154970-d4611357-Reviews-Helen_s_Cabins-Annapolis_Royal_Southwest_Nova_Scotia_Nova_Scotia.html"
"1577491829-24593","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","4","https://www.tripadvisor.ca/Hotels-g153339-oa60-Canada-Hotels.html#LEAF_GEO_LIST","#61Hamilton Hotels(74)","https://www.tripadvisor.ca/Hotels-g154990-Hamilton_Ontario-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g154990-oa30-Hamilton_Ontario-Hotels.html#BODYCON","Olympia Village RV Park & Campground","https://www.tripadvisor.ca/Hotel_Review-g3205099-d12683602-Reviews-Olympia_Village_RV_Park_Campground-Waterdown_Hamilton_Ontario.html"
"1577492006-25051","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","3","https://www.tripadvisor.ca/Hotels-g153339-oa40-Canada-Hotels.html#LEAF_GEO_LIST","#46Revelstoke Hotels(90)","https://www.tripadvisor.ca/Hotels-g181775-Revelstoke_Kootenay_Rockies_British_Columbia-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g181775-oa30-Revelstoke_Kootenay_Rockies_British_Columbia-Hotels.html#BODYCON","Lamplighter Campground","https://www.tripadvisor.ca/Hotel_Review-g181775-d4493873-Reviews-Lamplighter_Campground-Revelstoke_Kootenay_Rockies_British_Columbia.html"
"1577491145-23419","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","6","https://www.tripadvisor.ca/Hotels-g153339-oa100-Canada-Hotels.html#LEAF_GEO_LIST","#108Digby Hotels(46)","https://www.tripadvisor.ca/Hotels-g154975-Digby_Southwest_Nova_Scotia_Nova_Scotia-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g154975-oa30-Digby_Southwest_Nova_Scotia_Nova_Scotia-Hotels.html#BODYCON","Basinview Motel","https://www.tripadvisor.ca/Hotel_Review-g1182254-d4379426-Reviews-Basinview_Motel-Smith_s_Cove_Digby_Southwest_Nova_Scotia_Nova_Scotia.html"
"1577491984-24993","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","3","https://www.tripadvisor.ca/Hotels-g153339-oa40-Canada-Hotels.html#LEAF_GEO_LIST","#48Surrey Hotels(75)","https://www.tripadvisor.ca/Hotels-g183462-Surrey_British_Columbia-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g183462-oa30-Surrey_British_Columbia-Hotels.html#BODYCON","Hawthorne Park House 2","https://www.tripadvisor.ca/Hotel_Review-g183462-d13354110-Reviews-Hawthorne_Park_House_2-Surrey_British_Columbia.html"
"1577491698-24264","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","4","https://www.tripadvisor.ca/Hotels-g153339-oa60-Canada-Hotels.html#LEAF_GEO_LIST","#72Baie-St-Paul Hotels(45)","https://www.tripadvisor.ca/Hotels-g316031-Baie_St_Paul_Quebec-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g316031-oa30-Baie_St_Paul_Quebec-Hotels.html#BODYCON","Hotel Georges de Charlevoix","https://www.tripadvisor.ca/Hotel_Review-g316031-d2255722-Reviews-Hotel_Georges_de_Charlevoix-Baie_St_Paul_Quebec.html"
"1577491759-24462","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","4","https://www.tripadvisor.ca/Hotels-g153339-oa60-Canada-Hotels.html#LEAF_GEO_LIST","#66Sooke Hotels(74)","https://www.tripadvisor.ca/Hotels-g182158-Sooke_Victoria_Capital_Regional_District_Vancouver_Island_British_Columbia-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g182158-oa30-Sooke_Victoria_Capital_Regional_District_Vancouver_Island_British_Columbia-Hotels.html#BODYCON","Straitview Ridge B&B","https://www.tripadvisor.ca/Hotel_Review-g182158-d2437047-Reviews-Straitview_Ridge_B_B-Sooke_Victoria_Capital_Regional_District_Vancouver_Island_British.html"
"1577491571-23993","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","5","https://www.tripadvisor.ca/Hotels-g153339-oa80-Canada-Hotels.html#LEAF_GEO_LIST","#82Graham Island Hotels(44)","https://www.tripadvisor.ca/Hotels-g941453-Graham_Island_Haida_Gwaii_Queen_Charlotte_Islands_British_Columbia-Hotels.html","3","https://www.tripadvisor.ca/Hotels-g941453-oa60-Graham_Island_Haida_Gwaii_Queen_Charlotte_Islands_British_Columbia-Hotels.html#BODYCON","Engelhard's Oceanview Lodge","https://www.tripadvisor.ca/Hotel_Review-g941437-d2441524-Reviews-Engelhard_s_Oceanview_Lodge-Masset_Graham_Island_Haida_Gwaii_Queen_Charlotte_Islands_B.html"
"1577492040-25205","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","3","https://www.tripadvisor.ca/Hotels-g153339-oa40-Canada-Hotels.html#LEAF_GEO_LIST","#43Wasaga Beach Hotels(89)","https://www.tripadvisor.ca/Hotels-g316030-Wasaga_Beach_Ontario-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g316030-oa30-Wasaga_Beach_Ontario-Hotels.html#BODYCON","Cedar Grove Park on the Bay","https://www.tripadvisor.ca/Hotel_Review-g316030-d8559166-Reviews-Cedar_Grove_Park_on_the_Bay-Wasaga_Beach_Ontario.html"
"1577491185-23484","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","6","https://www.tripadvisor.ca/Hotels-g153339-oa100-Canada-Hotels.html#LEAF_GEO_LIST","#104Twillingate Hotels(46)","https://www.tripadvisor.ca/Hotels-g580439-Twillingate_Newfoundland_Newfoundland_and_Labrador-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g580439-oa30-Twillingate_Newfoundland_Newfoundland_and_Labrador-Hotels.html#BODYCON","Whitsha Inn B&B","https://www.tripadvisor.ca/Hotel_Review-g580439-d1167727-Reviews-Whitsha_Inn_B_B-Twillingate_Newfoundland_Newfoundland_and_Labrador.html"
"1577492059-25265","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","3","https://www.tripadvisor.ca/Hotels-g153339-oa40-Canada-Hotels.html#LEAF_GEO_LIST","#41Picton Hotels(100)","https://www.tripadvisor.ca/Hotels-g183797-Picton_Prince_Edward_County_Ontario-Hotels.html","3","https://www.tripadvisor.ca/Hotels-g183797-oa60-Picton_Prince_Edward_County_Ontario-Hotels.html#BODYCON","Black River Cottages","https://www.tripadvisor.ca/Hotel_Review-g1898539-d10824623-Reviews-Black_River_Cottages-Milford_Picton_Prince_Edward_County_Ontario.html"
"1577491737-24382","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","4","https://www.tripadvisor.ca/Hotels-g153339-oa60-Canada-Hotels.html#LEAF_GEO_LIST","#68Windsor Hotels(49)","https://www.tripadvisor.ca/Hotels-g155021-Windsor_Ontario-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g155021-oa30-Windsor_Ontario-Hotels.html#BODYCON","Ambassador Motel","https://www.tripadvisor.ca/Hotel_Review-g155021-d1391481-Reviews-Ambassador_Motel-Windsor_Ontario.html"
"1577491185-23469","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","6","https://www.tripadvisor.ca/Hotels-g153339-oa100-Canada-Hotels.html#LEAF_GEO_LIST","#104Twillingate Hotels(46)","https://www.tripadvisor.ca/Hotels-g580439-Twillingate_Newfoundland_Newfoundland_and_Labrador-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g580439-oa30-Twillingate_Newfoundland_Newfoundland_and_Labrador-Hotels.html#BODYCON","Applewood Inn","https://www.tripadvisor.ca/Hotel_Review-g580439-d1144541-Reviews-Applewood_Inn-Twillingate_Newfoundland_Newfoundland_and_Labrador.html"
"1577491103-23353","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","6","https://www.tripadvisor.ca/Hotels-g153339-oa100-Canada-Hotels.html#LEAF_GEO_LIST","#112Hope Hotels(33)","https://www.tripadvisor.ca/Hotels-g181784-Hope_British_Columbia-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g181784-oa30-Hope_British_Columbia-Hotels.html#BODYCON","Othello Tunnels Campground and RV Park","https://www.tripadvisor.ca/Hotel_Review-g181784-d4866301-Reviews-Othello_Tunnels_Campground_and_RV_Park-Hope_British_Columbia.html"
"1577491606-24060","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","4","https://www.tripadvisor.ca/Hotels-g153339-oa60-Canada-Hotels.html#LEAF_GEO_LIST","#80Gaspe Hotels(40)","https://www.tripadvisor.ca/Hotels-g494965-Gaspe_Gaspesie_Region_Quebec-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g494965-oa30-Gaspe_Gaspesie_Region_Quebec-Hotels.html#BODYCON","Camping L'Erabliere","https://www.tripadvisor.ca/Hotel_Review-g494965-d2519577-Reviews-Camping_L_Erabliere-Gaspe_Gaspesie_Region_Quebec.html"
"1577491628-24143","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","4","https://www.tripadvisor.ca/Hotels-g153339-oa60-Canada-Hotels.html#LEAF_GEO_LIST","#78Tobermory Hotels(53)","https://www.tripadvisor.ca/Hotels-g670005-Tobermory_Bruce_County_Ontario-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g670005-oa30-Tobermory_Bruce_County_Ontario-Hotels.html#BODYCON","Escarpment Heights Motel and Cottages","https://www.tripadvisor.ca/Hotel_Review-g670005-d6840020-Reviews-Escarpment_Heights_Motel_and_Cottages-Tobermory_Bruce_County_Ontario.html"
"1577491378-23754","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","5","https://www.tripadvisor.ca/Hotels-g153339-oa80-Canada-Hotels.html#LEAF_GEO_LIST","#92Tadoussac Hotels(36)","https://www.tripadvisor.ca/Hotels-g155036-Tadoussac_Quebec-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g155036-oa30-Tadoussac_Quebec-Hotels.html#BODYCON","Hotel Le Pionnier","https://www.tripadvisor.ca/Hotel_Review-g155036-d573547-Reviews-Hotel_Le_Pionnier-Tadoussac_Quebec.html"
"1577491624-24116","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","4","https://www.tripadvisor.ca/Hotels-g153339-oa60-Canada-Hotels.html#LEAF_GEO_LIST","#78Tobermory Hotels(53)","https://www.tripadvisor.ca/Hotels-g670005-Tobermory_Bruce_County_Ontario-Hotels.html","3","https://www.tripadvisor.ca/Hotels-g670005-oa60-Tobermory_Bruce_County_Ontario-Hotels.html#BODYCON","Little Cove Adventures","https://www.tripadvisor.ca/Hotel_Review-g670005-d10529568-Reviews-Little_Cove_Adventures-Tobermory_Bruce_County_Ontario.html"
"1577491745-24401","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","4","https://www.tripadvisor.ca/Hotels-g153339-oa60-Canada-Hotels.html#LEAF_GEO_LIST","#67Rimouski Hotels(47)","https://www.tripadvisor.ca/Hotels-g182159-Rimouski_Bas_Saint_Laurent_Quebec-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g182159-oa30-Rimouski_Bas_Saint_Laurent_Quebec-Hotels.html#BODYCON","Domaine du Perchoir","https://www.tripadvisor.ca/Hotel_Review-g182159-d2639630-Reviews-Domaine_du_Perchoir-Rimouski_Bas_Saint_Laurent_Quebec.html"
"1577492006-25072","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","3","https://www.tripadvisor.ca/Hotels-g153339-oa40-Canada-Hotels.html#LEAF_GEO_LIST","#46Revelstoke Hotels(90)","https://www.tripadvisor.ca/Hotels-g181775-Revelstoke_Kootenay_Rockies_British_Columbia-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g181775-oa30-Revelstoke_Kootenay_Rockies_British_Columbia-Hotels.html#BODYCON","Cornerstone Bed and Breakfast","https://www.tripadvisor.ca/Hotel_Review-g181775-d7388180-Reviews-Cornerstone_Bed_and_Breakfast-Revelstoke_Kootenay_Rockies_British_Columbia.html"
"1577491984-24975","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","3","https://www.tripadvisor.ca/Hotels-g153339-oa40-Canada-Hotels.html#LEAF_GEO_LIST","#48Surrey Hotels(75)","https://www.tripadvisor.ca/Hotels-g183462-Surrey_British_Columbia-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g183462-oa30-Surrey_British_Columbia-Hotels.html#BODYCON","Fuhowe Family Guesthouse","https://www.tripadvisor.ca/Hotel_Review-g183462-d10817686-Reviews-Fuhowe_Family_Guesthouse-Surrey_British_Columbia.html"
"1577491871-24662","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","3","https://www.tripadvisor.ca/Hotels-g153339-oa40-Canada-Hotels.html#LEAF_GEO_LIST","#58Regina Hotels(54)","https://www.tripadvisor.ca/Hotels-g155042-Regina_Saskatchewan-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g155042-oa30-Regina_Saskatchewan-Hotels.html#BODYCON","Rise & Shine Bed and Breakfast","https://www.tripadvisor.ca/Hotel_Review-g155042-d2229961-Reviews-Rise_Shine_Bed_and_Breakfast-Regina_Saskatchewan.html"
"1577491675-24236","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","4","https://www.tripadvisor.ca/Hotels-g153339-oa60-Canada-Hotels.html#LEAF_GEO_LIST","#74Trois-Rivieres Hotels(52)","https://www.tripadvisor.ca/Hotels-g155037-Trois_Rivieres_Quebec-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g155037-oa30-Trois_Rivieres_Quebec-Hotels.html#BODYCON","Gite du Chemin-du-Roy","https://www.tripadvisor.ca/Hotel_Review-g155037-d1549326-Reviews-Gite_du_Chemin_du_Roy-Trois_Rivieres_Quebec.html"
"1577491087-23317","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","6","https://www.tripadvisor.ca/Hotels-g153339-oa100-Canada-Hotels.html#LEAF_GEO_LIST","#113Cavendish Hotels(44)","https://www.tripadvisor.ca/Hotels-g499311-Cavendish_Prince_Edward_Island-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g499311-oa30-Cavendish_Prince_Edward_Island-Hotels.html#BODYCON","Marco Polo Land Campground","https://www.tripadvisor.ca/Hotel_Review-g499311-d8572527-Reviews-Marco_Polo_Land_Campground-Cavendish_Prince_Edward_Island.html"
"1577491488-23899","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","5","https://www.tripadvisor.ca/Hotels-g153339-oa80-Canada-Hotels.html#LEAF_GEO_LIST","#86Port Hardy Hotels(38)","https://www.tripadvisor.ca/Hotels-g184839-Port_Hardy_Vancouver_Island_British_Columbia-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g184839-oa30-Port_Hardy_Vancouver_Island_British_Columbia-Hotels.html#BODYCON","Quatse River Regional Park and Campground","https://www.tripadvisor.ca/Hotel_Review-g184839-d2453121-Reviews-Quatse_River_Regional_Park_and_Campground-Port_Hardy_Vancouver_Island_British_Columbia.html"
"1577491577-24024","https://www.tripadvisor.ca/Hotels-g153339-oa20-Canada-Hotels.html#LEAF_GEO_LIST","5","https://www.tripadvisor.ca/Hotels-g153339-oa80-Canada-Hotels.html#LEAF_GEO_LIST","#82Graham Island Hotels(44)","https://www.tripadvisor.ca/Hotels-g941453-Graham_Island_Haida_Gwaii_Queen_Charlotte_Islands_British_Columbia-Hotels.html","2","https://www.tripadvisor.ca/Hotels-g941453-oa30-Graham_Island_Haida_Gwaii_Queen_Charlotte_Islands_British_Columbia-Hotels.html#BODYCON","Echo Bay Lodge","https://www.tripadvisor.ca/Hotel_Review-g183817-d7018522-Reviews-Echo_Bay_Lodge-Queen_Charlotte_City_Graham_Island_Haida_Gwaii_Queen_Charlotte_Islands_.html"
